Word,Pos,Language,split
emecha,VERB,ibo,train
emepere,VERB,ibo,train
microfinance’,NOUN,ibo,train
ilụ,VERB,ibo,train
cbn,PROPN,ibo,train
ahụla,VERB,ibo,train
ekwesiri,VERB,ibo,train
nwosu,PROPN,ibo,train
staff,NOUN,ibo,train
ana,AUX,ibo,train
aluzi,VERB,ibo,train
emebisiela,VERB,ibo,train
ozuzo,NOUN,ibo,train
akọwanwu,VERB,ibo,train
agbagwoju,VERB,ibo,train
ọ,DET,ibo,train
mmerụ,NOUN,ibo,train
asiidi,NOUN,ibo,train
tọọ,VERB,ibo,train
ntoala,NOUN,ibo,train
abata,VERB,ibo,train
oguta,PROPN,ibo,train
mkpachapụ,NOUN,ibo,train
dịbara,VERB,ibo,train
ohu,NOUN,ibo,train
alụsị,NOUN,ibo,train
dụkwara,VERB,ibo,train
primary’,NOUN,ibo,train
women,NOUN,ibo,train
affairs,NOUN,ibo,train
social,ADJ,ibo,train
development’,NOUN,ibo,train
eradiri,PROPN,ibo,train
lebara,VERB,ibo,train
olama,PROPN,ibo,train
ịgbu,VERB,ibo,train
okada,PROPN,ibo,train
yenagoa,PROPN,ibo,train
kpọtara,VERB,ibo,train
exhibits,VERB,ibo,train
eboro,VERB,ibo,train
kokorifa,PROPN,ibo,train
federal,ADJ,ibo,train
road,NOUN,ibo,train
safety,NOUN,ibo,train
corps,NOUN,ibo,train
frsc,PROPN,ibo,train
bie,VERB,ibo,train
karia,VERB,ibo,train
amatala,VERB,ibo,train
jikwara,VERB,ibo,train
akira,PROPN,ibo,train
furusho,PROPN,ibo,train
achọpụtara,VERB,ibo,train
icon,NOUN,ibo,train
kpebiri,VERB,ibo,train
emebe,VERB,ibo,train
akwanyere,VERB,ibo,train
echefughị,VERB,ibo,train
daalu,NOUN,ibo,train
nụ,PART,ibo,train
!,PUNCT,ibo,train
sọ,DET,ibo,train
atụbaghị,VERB,ibo,train
mmezu,NOUN,ibo,train
enyewanye,VERB,ibo,train
ịgharịpụ,VERB,ibo,train
nwagbo,PROPN,ibo,train
miracle,PROPN,ibo,train
onwudinjo,PROPN,ibo,train
anene,PROPN,ibo,train
chinaza,PROPN,ibo,train
tochukwu,PRON,ibo,train
godswill,PRON,ibo,train
anikweze,PROPN,ibo,train
igwebuike,PROPN,ibo,train
ikenna,PROPN,ibo,train
vicar’,NOUN,ibo,train
lụlụ,VERB,ibo,train
ọlụ,VERB,ibo,train
ọlụlụ,VERB,ibo,train
chichara,VERB,ibo,train
ịsi,NOUN,ibo,train
mmmadụ,NOUN,ibo,train
ọnụnọ,NOUN,ibo,train
ekene,VERB,ibo,train
oraemesi,PROPN,ibo,train
nsọpụrụ,NOUN,ibo,train
nwuba,PROPN,ibo,train
elizabeth,PROPN,ibo,train
ilonwa,PROPN,ibo,train
matches’,NOUN,ibo,train
enwu,VERB,ibo,train
vam,ADV,ibo,train
lucy,PROPN,ibo,train
okere,PROPN,ibo,train
nnanna,PROPN,ibo,train
tòrò,VERB,ibo,train
ihe,ADP,ibo,train
mepụtagoro,VERB,ibo,train
gbagoro,VERB,ibo,train
omume,NOUN,ibo,train
ekendu,PROPN,ibo,train
chidiebere,PROPN,ibo,train
tochukwu,PROPN,ibo,train
ikechukwu,PROPN,ibo,train
nwankwo,PROPN,ibo,train
ntọrị,NOUN,ibo,train
force,NOUN,ibo,train
headquarters’,NOUN,ibo,train
nkpesa,NOUN,ibo,train
agnes,PROPN,ibo,train
semion,PROPN,ibo,train
kpesaara,VERB,ibo,train
ibrahim,PROPN,ibo,train
idris,PROPN,ibo,train
otu,PUNCT,ibo,train
ụbochị,NOUN,ibo,train
aparazu,PROPN,ibo,train
ogwu,PROPN,ibo,train
opi,NOUN,ibo,train
ụgbogụrụ,NOUN,ibo,train
napụta,VERB,ibo,train
anyaọkụ,NOUN,ibo,train
kwakwara,VERB,ibo,train
aghụ,DET,ibo,train
enyebeghị,VERB,ibo,train
buharị,PROPN,ibo,train
chegharịa,VERB,ibo,train
echiche,NOUN,ibo,train
tọhapụrụ,VERB,ibo,train
amamikpe,NOUN,ibo,train
ịnabata,VERB,ibo,train
kpebie,VERB,ibo,train
tụlere,VERB,ibo,train
pere,VERB,ibo,train
mpe,NOUN,ibo,train
achọm,NOUN,ibo,train
họrọ,VERB,ibo,train
nnabata,NOUN,ibo,train
f,PROPN,ibo,train
agbọdike,PROPN,ibo,train
rosemary,PROPN,ibo,train
chndịebere,PROPN,ibo,train
nebo,PROPN,ibo,train
igboegwu,PROPN,ibo,train
azọm,PROPN,ibo,train
okafọr,PROPN,ibo,train
ngwube,PROPN,ibo,train
odekọ,NOUN,ibo,train
mụọdịmma,PROPN,ibo,train
cynthia,PROPN,ibo,train
ojide,NOUN,ibo,train
enwebu,VERB,ibo,train
love,NOUN,ibo,train
affair’,NOUN,ibo,train
jịkọtara,VERB,ibo,train
dọkwaa,VERB,ibo,train
nti,NOUN,ibo,train
dakporo,VERB,ibo,train
ntorobia,NOUN,ibo,train
oteela,VERB,ibo,train
hafeela,VERB,ibo,train
ogbu,NOUN,ibo,train
mazi,PROPN,ibo,train
brahim,PROPN,ibo,train
lakhlifi,PROPN,ibo,train
chọọ,VERB,ibo,train
aci’,PROPN,ibo,train
dabaa,VERB,ibo,train
international,ADJ,ibo,train
aviation,NOUN,ibo,train
icao,PROPN,ibo,train
ekwuola,VERB,ibo,train
ewepụta,VERB,ibo,train
ituru,VERB,ibo,train
agaferiri,VERB,ibo,train
lakhlif,PROPN,ibo,train
echi,NOUN,ibo,train
madike,PROPN,ibo,train
nzụkọ,NOUN,ibo,train
ahụzi,VERB,ibo,train
ekwesighi,VERB,ibo,train
kraisti,NOUN,ibo,train
esizi,VERB,ibo,train
mmekọrita,NOUN,ibo,train
adịzịghị,VERB,ibo,train
adịzịghi,VERB,ibo,train
nfe,NOUN,ibo,train
hannah,PROPN,ibo,train
u,PROPN,ibo,train
mba,PROPN,ibo,train
mrs’,NOUN,ibo,train
favour,PROPN,ibo,train
ogechi,PROPN,ibo,train
egeonu,PROPN,ibo,train
ararụ,VERB,ibo,train
teta,VERB,ibo,train
bilie,VERB,ibo,train
gaara,VERB,ibo,train
ọzi,NOUN,ibo,train
ofu,NUM,ibo,train
warriors,NOUN,ibo,train
etoola,VERB,ibo,train
ọkada,NOUN,ibo,train
ọgba,NOUN,ibo,train
agbazịkwa,VERB,ibo,train
julayị,PROPN,ibo,train
otù,NOUN,ibo,train
ayuba,PROPN,ibo,train
wabba,PROPN,ibo,train
abụja,PROPN,ibo,train
kwuoo,VERB,ibo,train
hooha,ADV,ibo,train
ewetala,VERB,ibo,train
enyèmaka,NOUN,ibo,train
gbasaara,ADP,ibo,train
amaka,PROPN,ibo,train
akudo,PROPN,ibo,train
gwàrà,VERB,ibo,train
enweela,VERB,ibo,train
iko,VERB,ibo,train
anapụ,VERB,ibo,train
ogun,PROPN,ibo,train
ire,VERB,ibo,train
chebiri,VERB,ibo,train
moto,NOUN,ibo,train
toyota,PROPN,ibo,train
toy,ADP,ibo,train
gun,NOUN,ibo,train
sim’,NOUN,ibo,train
kaadị,NOUN,ibo,train
alụọna,VERB,ibo,train
nwunyem,NOUN,ibo,train
abịa,PROPN,ibo,train
gospel,NOUN,ibo,train
artiste,NOUN,ibo,train
ana,VERB,ibo,train
ogbakọ,NOUN,ibo,train
agbamakwụkwọ,NOUN,ibo,train
gbuchara,VERB,ibo,train
mechaara,VERB,ibo,train
gbahapụrụ,VERB,ibo,train
orlu,PROPN,ibo,train
oweeri,PROPN,ibo,train
zuuru,VERB,ibo,train
bead,NOUN,ibo,train
zọpụ,VERB,ibo,train
nkwupụta,NOUN,ibo,train
officer’,NOUN,ibo,train
enwerem,PROPN,ibo,train
nwụchikọọna,VERB,ibo,train
maka’,ADP,ibo,train
ebube,NOUN,ibo,train
vienna,PROPN,ibo,train
ụmụafọr,NOUN,ibo,train
ọhaemesi,PROPN,ibo,train
achọzị,VERB,ibo,train
omenahọ,NOUN,ibo,train
ahụ,ADJ,ibo,train
adakwasị,VERB,ibo,train
ịwụnye,VERB,ibo,train
kpọkuziekwa,VERB,ibo,train
imemila,VERB,ibo,train
mebisigoro,VERB,ibo,train
eberechukwu,PROPN,ibo,train
kpọọkwa,VERB,ibo,train
anglịcan,NOUN,ibo,train
ụmụawụlụ,PROPN,ibo,train
sawụtụ,PROPN,ibo,train
achịchị,NOUN,ibo,train
merube,VERB,ibo,train
mmamma,NOUN,ibo,train
iche,ADP,ibo,train
bụkuru,VERB,ibo,train
ndumodu,NOUN,ibo,train
caroline,PROPN,ibo,train
hichaa,VERB,ibo,train
mummy,NOUN,ibo,train
benin’,PROPN,ibo,train
nọọ,DET,ibo,train
lụkwa,VERB,ibo,train
zụkwa,VERB,ibo,train
barr’,NOUN,ibo,train
obumse,PROPN,ibo,train
mbo,NOUN,ibo,train
ịsị,VERB,ibo,train
ka-,ADP,ibo,train
wega,VERB,ibo,train
igosipụta,VERB,ibo,train
mwute,NOUN,ibo,train
akwụrịrị,VERB,ibo,train
ịkwa,VERB,ibo,train
metụrakwara,VERB,ibo,train
arụọ,VERB,ibo,train
ebugodu,VERB,ibo,train
ewee,VERB,ibo,train
memilaa,VERB,ibo,train
npụ,NOUN,ibo,train
keleekwa,VERB,ibo,train
larịị,ADJ,ibo,train
jeere,VERB,ibo,train
wezuga,VERB,ibo,train
ibipụta,VERB,ibo,train
abagidezịkwa,VERB,ibo,train
ịchịkọlọta,VERB,ibo,train
eto,PART,ibo,train
ịnụcha,VERB,ibo,train
pụtawaga,VERB,ibo,train
bakwa,VERB,ibo,train
mịtagoro,VERB,ibo,train
light,NOUN,ibo,train
art,NOUN,ibo,train
house,NOUN,ibo,train
lebakwa,VERB,ibo,train
nghọtahi,NOUN,ibo,train
ebonyi,PROPN,ibo,train
rijuru,VERB,ibo,train
ha,SCONJ,ibo,train
dakwasịrị,VERB,ibo,train
ise,VERB,ibo,train
ndịda-,NOUN,ibo,train
beere,ADP,ibo,train
sọ,ADP,ibo,train
eziteghị,VERB,ibo,train
chukwudiebere,PROPN,ibo,train
azolibe,PROPN,ibo,train
nwuru,VERB,ibo,train
belonwu,PROPN,ibo,train
ndị,ADP,ibo,train
benard,PROPN,ibo,train
anaebuna,PROPN,ibo,train
ịgbaghara,VERB,ibo,train
mmehie,NOUN,ibo,train
emebi,PART,ibo,train
alphonsus,PROPN,ibo,train
assumption’,NOUN,ibo,train
longinus,PROPN,ibo,train
egbuonu,PROPN,ibo,train
nọgide,VERB,ibo,train
months,NOUN,ibo,train
mind’,NOUN,ibo,train
peter’,PROPN,ibo,train
church’,NOUN,ibo,train
azoline,PROPN,ibo,train
fatima’,PROPN,ibo,train
igboukwu’,PROPN,ibo,train
ss,NOUN,ibo,train
kwanyeere,VERB,ibo,train
sopụkwara,VERB,ibo,train
ruuru,VERB,ibo,train
ogbuagu,PROPN,ibo,train
isioche,NOUN,ibo,train
oliakụhelen,PROPN,ibo,train
ine,DET,ibo,train
monica,PROPN,ibo,train
akwalịte,VERB,ibo,train
mmegharị,NOUN,ibo,train
exercise’,NOUN,ibo,train
añụchite,VERB,ibo,train
eri,VERB,ibo,train
njideka,PROPN,ibo,train
votu,NOUN,ibo,train
voters,NOUN,ibo,train
registration,NOUN,ibo,train
card’,NOUN,ibo,train
zitere,VERB,ibo,train
boys,NOUN,ibo,train
scout’,NOUN,ibo,train
ma,ADP,ibo,train
gosipụtara,VERB,ibo,train
ojuju,NOUN,ibo,train
añụli,NOUN,ibo,train
tinyekwala,VERB,ibo,train
birthday’,NOUN,ibo,train
ilụchapụ,VERB,ibo,train
daruru,VERB,ibo,train
ngwụcha,VERB,ibo,train
meburu,VERB,ibo,train
foundation,NOUN,ibo,train
nweghịkwa,VERB,ibo,train
ibuli,VERB,ibo,train
nwegasịrị,VERB,ibo,train
mgbawa,NOUN,ibo,train
da,VERB,ibo,train
anọkwala,VERB,ibo,train
anwụ,NOUN,ibo,train
kwezịkwara,VERB,ibo,train
eziga,VERB,ibo,train
gụọ,VERB,ibo,train
nchịkọta,NOUN,ibo,train
ndè,NUM,ibo,train
ịmalite,VERB,ibo,train
dijitalụ,NOUN,ibo,train
ọbasị,PROPN,ibo,train
adịnụba,PROPN,ibo,train
onyebụchi,PROPN,ibo,train
chike,PROPN,ibo,train
iwoba,PROPN,ibo,train
tobenna,PROPN,ibo,train
anyaeche,PROPN,ibo,train
somtoo,PROPN,ibo,train
okechukwu,PROPN,ibo,train
mkparụ,PROPN,ibo,train
ifemene,PROPN,ibo,train
oreke,PROPN,ibo,train
gọọ,VERB,ibo,train
ọfọ,NOUN,ibo,train
izùgbe,NOUN,ibo,train
mmọnwụ,NOUN,ibo,train
mekwazie,VERB,ibo,train
agwụ,PROPN,ibo,train
nnịa,PROPN,ibo,train
mohammad,PROPN,ibo,train
ụmar,PROPN,ibo,train
kwenyere,VERB,ibo,train
haziena,VERB,ibo,train
chekwaa,VERB,ibo,train
tinyezie,VERB,ibo,train
ebeebe,NOUN,ibo,train
emeghị,VERB,ibo,train
wepụ,VERB,ibo,train
ngwere,NOUN,ibo,train
ofe,NOUN,ibo,train
mkwumọtọ,NOUN,ibo,train
agbanyeghị,ADP,ibo,train
rev’,ADJ,ibo,train
akubeze,PROPN,ibo,train
kpata,VERB,ibo,train
echekwanwu,VERB,ibo,train
ịmara,VERB,ibo,train
enwezi,VERB,ibo,train
ntụkwasi,NOUN,ibo,train
gaghị,AUX,ibo,train
anogide,VERB,ibo,train
ọbasara,ADJ,ibo,train
killing,ADJ,ibo,train
field’,NOUN,ibo,train
egwukotara,VERB,ibo,train
mass,NOUN,ibo,train
graveyard’,NOUN,ibo,train
bụzi,VERB,ibo,train
kasiri,VERB,ibo,train
emebiri,VERB,ibo,train
kee,VERB,ibo,train
aji,NOUN,ibo,train
ịhapụ,VERB,ibo,train
nyocha,NOUN,ibo,train
tozịkwara,VERB,ibo,train
emezupụta,VERB,ibo,train
rụụrụ,VERB,ibo,train
kpere,VERB,ibo,train
nkwàdoha,NOUN,ibo,train
ọbụnadị,DET,ibo,train
akawanye,VERB,ibo,train
meghari,VERB,ibo,train
nturu,NOUN,ibo,train
site,VERB,ibo,train
ịtụgharị,VERB,ibo,train
zighi,VERB,ibo,train
bụna,VERB,ibo,train
ịghasa,VERB,ibo,train
nupuru,VERB,ibo,train
chọkwa,VERB,ibo,train
fekwa,VERB,ibo,train
yabu,PRON,ibo,train
inochite,VERB,ibo,train
sineti,NOUN,ibo,train
okereafor,PROPN,ibo,train
aro,NOUN,ibo,train
amata,VERB,ibo,train
iwere,VERB,ibo,train
nke,NOUN,ibo,train
sọ,VERB,ibo,train
kama,ADP,ibo,train
danc,NOUN,ibo,train
dance’,NOUN,ibo,train
crocodile,NOUN,ibo,train
smile’,NOUN,ibo,train
dozie,VERB,ibo,train
gabigara,VERB,ibo,train
otutu,DET,ibo,train
kachasị,VERB,ibo,train
ịwepụtara,VERB,ibo,train
ndụ,DET,ibo,train
nwute,NOUN,ibo,train
niri,VERB,ibo,train
luola,VERB,ibo,train
akpagharị,VERB,ibo,train
ọdịdị,NOUN,ibo,train
ha,VERB,ibo,train
dozibe,VERB,ibo,train
chukwunaeche,PROPN,ibo,train
ndịa,DET,ibo,train
kwụ,VERB,ibo,train
ọbụghị,VERB,ibo,train
ịkwanyere,VERB,ibo,train
ejikọ,VERB,ibo,train
ozo,ADJ,ibo,train
ekwesịkwara,VERB,ibo,train
imere,VERB,ibo,train
nda,DET,ibo,train
ọñụ,NOUN,ibo,train
ebenatọ,PROPN,ibo,train
nuputara,VERB,ibo,train
ìgwè,NOUN,ibo,train
guzobe,VERB,ibo,train
eduru,VERB,ibo,train
ogoogo,NOUN,ibo,train
dunyere,VERB,ibo,train
nwụta,VERB,ibo,train
nkakwụ,NOUN,ibo,train
ekunyekwa,VERB,ibo,train
kwọ,VERB,ibo,train
ọranezi,PROPN,ibo,train
ñụrụ,VERB,ibo,train
ibikwasị,VERB,ibo,train
baịbụrụ,NOUN,ibo,train
kwuwaa,VERB,ibo,train
yabụ,VERB,ibo,train
ọhaneze,PROPN,ibo,train
rụtụkwara,VERB,ibo,train
kọmiti,NOUN,ibo,train
ileda,VERB,ibo,train
ikpe,VERB,ibo,train
hụghị,VERB,ibo,train
nyakọrọsịa,VERB,ibo,train
agwọ,PART,ibo,train
ngwọ,NOUN,ibo,train
ukwu,NOUN,ibo,train
epiogharị,VERB,ibo,train
ememila,VERB,ibo,train
ndụ,PROPN,ibo,train
anọgidesi,VERB,ibo,train
inwogharị,VERB,ibo,train
taba,VERB,ibo,train
society,NOUN,ibo,train
coalition,NOUN,ibo,train
icsco,PROPN,ibo,train
kwupụtala,VERB,ibo,train
opekatampe,VERB,ibo,train
eke',NOUN,ibo,train
python,NOUN,ibo,train
dance,NOUN,ibo,train
mmerụahụ,NOUN,ibo,train
ọlụsị,NOUN,ibo,train
ụdụh,PROPN,ibo,train
atọ,PART,ibo,train
chiegboka,PROPN,ibo,train
eñomiri,VERB,ibo,train
inyere,VERB,ibo,train
chiifu,NOUN,ibo,train
onowu,NOUN,ibo,train
pati,NOUN,ibo,train
isoro,VERB,ibo,train
umeala,NOUN,ibo,train
achịcha,NOUN,ibo,train
ịnara,VERB,ibo,train
ịyọrị,VERB,ibo,train
nakwa,VERB,ibo,train
ikesa,VERB,ibo,train
mmanya,NOUN,ibo,train
zaa,VERB,ibo,train
adịghị,NOUN,ibo,train
ezeku,NOUN,ibo,train
ọzọ,NOUN,ibo,train
kpọkuola,VERB,ibo,train
àkwà,NOUN,ibo,train
nwechaara,VERB,ibo,train
ahụ,ADP,ibo,train
dkt,NOUN,ibo,train
nnọchite,NOUN,ibo,train
ọhanaeze,PROPN,ibo,train
asambado,NOUN,ibo,train
ụyanwa,PROPN,ibo,train
enyeghị,VERB,ibo,train
emeso,VERB,ibo,train
ikwesi,VERB,ibo,train
ntụkwasị,NOUN,ibo,train
duo,VERB,ibo,train
",",CCONJ,ibo,train
jirikwa,VERB,ibo,train
atụ,NOUN,ibo,train
daịsis,NOUN,ibo,train
nleta,NOUN,ibo,train
centre’,NOUN,ibo,train
nnọrọ,NOUN,ibo,train
germany,PROPN,ibo,train
behginne,PROPN,ibo,train
v’,PROPN,ibo,train
crutches’,NOUN,ibo,train
ndina,NOUN,ibo,train
ute,NOUN,ibo,train
katọn,NOUN,ibo,train
indomie’,PROPN,ibo,train
sonye,VERB,ibo,train
world,NOUN,ibo,train
day’,NOUN,ibo,train
mebeghị,VERB,ibo,train
bupu,VERB,ibo,train
ugbu,NOUN,ibo,train
ngwụcha,NOUN,ibo,train
dakwasị,VERB,ibo,train
ekwo,PART,ibo,train
nkwọ,PROPN,ibo,train
opekata,VERB,ibo,train
mpe,ADJ,ibo,train
ntabi,NOUN,ibo,train
ugwu,PROPN,ibo,train
nwansike,PROPN,ibo,train
gwụrụ,VERB,ibo,train
nwezịghị,VERB,ibo,train
ịrịgonwu,VERB,ibo,train
anọghị,VERB,ibo,train
ezi,NOUN,ibo,train
ọnọ,NOUN,ibo,train
dụ,NOUN,ibo,train
ịdaghachi,VERB,ibo,train
ghọtanwuzịghịkwa,VERB,ibo,train
suo,VERB,ibo,train
tipa,NOUN,ibo,train
kwụụrụ,VERB,ibo,train
bụkwazị,VERB,ibo,train
ijarafụ,PROPN,ibo,train
ọgbaa,VERB,ibo,train
ghọta,VERB,ibo,train
bulịe,VERB,ibo,train
ịsụ,VERB,ibo,train
igbasa,VERB,ibo,train
agwakwala,VERB,ibo,train
nkpọkọrọ,NOUN,ibo,train
agbatobi,NOUN,ibo,train
kpoo,VERB,ibo,train
ụnyaa,NOUN,ibo,train
weputara,VERB,ibo,train
uwa,NOUN,ibo,train
dum,DET,ibo,train
united,ADJ,ibo,train
nations’,NOUN,ibo,train
nghọta,NOUN,ibo,train
ngàlá,NOUN,ibo,train
awachi,VERB,ibo,train
kenneth,PROPN,ibo,train
sonyekwara,VERB,ibo,train
mmeme,NOUN,ibo,train
ezumezu,NOUN,ibo,train
nkwalite,NOUN,ibo,train
orientation,NOUN,ibo,train
ọkaịwu,NOUN,ibo,train
nwọjị,PROPN,ibo,train
nọchịrị,VERB,ibo,train
ọhakwe,PROPN,ibo,train
atuọna,PROPN,ibo,train
okor,PROPN,ibo,train
ọbụezie,PROPN,ibo,train
victoria,PROPN,ibo,train
ezejiọfọ,PROPN,ibo,train
anaghịzịkwa,AUX,ibo,train
ịsụrụ,VERB,ibo,train
chezọrọ,VERB,ibo,train
okwuputa,NOUN,ibo,train
airline,PROPN,ibo,train
chris,PROPN,ibo,train
iwarah,PROPN,ibo,train
nabatara,VERB,ibo,train
mgbata,NOUN,ibo,train
faan,PROPN,ibo,train
amụtaghị,VERB,ibo,train
kedụ,PRON,ibo,train
adịghịzị,VERB,ibo,train
gboo,NOUN,ibo,train
éfù,NOUN,ibo,train
gịnị,PRON,ibo,train
abụzị,VERB,ibo,train
ngala,NOUN,ibo,train
agbakụtazị,VERB,ibo,train
achọzịkwa,VERB,ibo,train
pịị,DET,ibo,train
chetakwanụ,VERB,ibo,train
ose,NOUN,ibo,train
akpị,NOUN,ibo,train
ekwesighịṅ,VERB,ibo,train
ịda,VERB,ibo,train
nze,NOUN,ibo,train
tụfuo,VERB,ibo,train
adaa,VERB,ibo,train
sonyụọ,VERB,ibo,train
ìsì,NOUN,ibo,train
nkwụ,NOUN,ibo,train
okechì,NOUN,ibo,train
tibie,VERB,ibo,train
opupe,NOUN,ibo,train
agwụsịala,VERB,ibo,train
kpọọrọ,VERB,ibo,train
kọro,VERB,ibo,train
chijioke,PROPN,ibo,train
gbadosiri,VERB,ibo,train
ịkọwa,VERB,ibo,train
deuteronomy,PROPN,ibo,train
ekwenyeghị,VERB,ibo,train
lev,PROPN,ibo,train
alụm,VERB,ibo,train
nsọala,NOUN,ibo,train
kpesara,VERB,ibo,train
gakwaa,VERB,ibo,train
kpọkọọ,VERB,ibo,train
luisco’,PROPN,ibo,train
a,ADV,ibo,train
udi,ADJ,ibo,train
eme,PART,ibo,train
ụdi,ADJ,ibo,train
alụmdi,NOUN,ibo,train
eguzobela,VERB,ibo,train
mejuputara,VERB,ibo,train
nkwari,VERB,ibo,train
elegara,VERB,ibo,train
gbakwasịrị,VERB,ibo,train
iguzobe,VERB,ibo,train
kpọmkwem,ADV,ibo,train
nkwari,NOUN,ibo,train
katọliki,PROPN,ibo,train
chiliee,VERB,ibo,train
arụchaala,VERB,ibo,train
ịbụrụ,VERB,ibo,train
ekwesi,PART,ibo,train
adọghachi,VERB,ibo,train
nzọpụta,NOUN,ibo,train
otúto,NOUN,ibo,train
gosiputara,VERB,ibo,train
olile,NOUN,ibo,train
nrịtu,NOUN,ibo,train
ntute,NOUN,ibo,train
malitekwa,VERB,ibo,train
ọkpaleke,PROPN,ibo,train
pope,NOUN,ibo,train
francis,PROPN,ibo,train
lucius,PROPN,ibo,train
ugọjị,NOUN,ibo,train
ụmụahịa,PROPN,ibo,train
nọrọgodụ,VERB,ibo,train
mkpọlite,NOUN,ibo,train
dịba,VERB,ibo,train
nọrọkwa,VERB,ibo,train
tupu,VERB,ibo,train
bishọpụ,PROPN,ibo,train
chikwe,PROPN,ibo,train
nwụchara,VERB,ibo,train
wezụga,VERB,ibo,train
ọńụ,NOUN,ibo,train
diocesan,ADJ,ibo,train
catholic,PROPN,ibo,train
men,NOUN,ibo,train
anyanwu,PROPN,ibo,train
kowari,VERB,ibo,train
dike,ADP,ibo,train
mmeri,VERB,ibo,train
ebute,VERB,ibo,train
sepu,VERB,ibo,train
mịnye,VERB,ibo,train
ọbọ,NOUN,ibo,train
kọmitii,NOUN,ibo,train
dayasis,NOUN,ibo,train
rev,ADJ,ibo,train
dr,NOUN,ibo,train
ezeokafor’,PROPN,ibo,train
akatọla,VERB,ibo,train
sinetọ,NOUN,ibo,train
senatorial,ADJ,ibo,train
zone’,NOUN,ibo,train
amụọ,VERB,ibo,train
ọgbiri,NOUN,ibo,train
gbaghị,VERB,ibo,train
owere,NOUN,ibo,train
echị,VERB,ibo,train
justina,PROPN,ibo,train
ikwunibe,NOUN,ibo,train
ụta,NOUN,ibo,train
nyeere,VERB,ibo,train
sete,VERB,ibo,train
mmir,NOUN,ibo,train
i,NOUN,ibo,train
kaghị,VERB,ibo,train
ịnwụ,VERB,ibo,train
kagburu,VERB,ibo,train
ifeyinwa,PROPN,ibo,train
eseta,VERB,ibo,train
arụkwa,VERB,ibo,train
zụta,VERB,ibo,train
buputara,VERB,ibo,train
kenyere,VERB,ibo,train
mbe,NOUN,ibo,train
okwupụta,NOUN,ibo,train
rita,PROPN,ibo,train
madụagwụ,PROPN,ibo,train
mazị,PRON,ibo,train
harford,PROPN,ibo,train
oseke,PROPN,ibo,train
udu,PROPN,ibo,train
isi,VERB,ibo,train
ahịrị,NOUN,ibo,train
na,PUNCT,ibo,train
ịji,VERB,ibo,train
kwee,VERB,ibo,train
ọbụnadị,ADV,ibo,train
hụzịkwara,VERB,ibo,train
nwayọ,ADV,ibo,train
atụtụkọrọsị,VERB,ibo,train
gbafọrọ,VERB,ibo,train
nọkwazị,VERB,ibo,train
ahụ,PRON,ibo,train
emetere,VERB,ibo,train
akọrịkwa,VERB,ibo,train
gaharịa,VERB,ibo,train
kọwachaa,VERB,ibo,train
ọbibịa,NOUN,ibo,train
jirina,VERB,ibo,train
ijụ,VERB,ibo,train
jụọ,VERB,ibo,train
ufọdụ,DET,ibo,train
ańụrị,NOUN,ibo,train
jụrụ,VERB,ibo,train
ọchị,NOUN,ibo,train
achụpụ,VERB,ibo,train
mgbali,VERB,ibo,train
nwakoby,PROPN,ibo,train
interdinominational,ADJ,ibo,train
service’,NOUN,ibo,train
ven,ADJ,ibo,train
joshua,PROPN,ibo,train
onuora,PROPN,ibo,train
accountancy’,NOUN,ibo,train
dina,VERB,ibo,train
chii,PROPN,ibo,train
aghaghị,VERB,ibo,train
mkpuke,NOUN,ibo,train
tụtara,VERB,ibo,train
akpọje,VERB,ibo,train
echi,VERB,ibo,train
mọghalụ,PROPN,ibo,train
haziri,VERB,ibo,train
business,NOUN,ibo,train
school’,NOUN,ibo,train
ekesara,VERB,ibo,train
kwa,PART,ibo,train
beleta,VERB,ibo,train
esite,VERB,ibo,train
adakwasi,VERB,ibo,train
nwụchikọkwazịrị,VERB,ibo,train
ọna,NOUN,ibo,train
nwechara,VERB,ibo,train
akpụpụkwa,VERB,ibo,train
anya,ADV,ibo,train
nwèkọtara,VERB,ibo,train
ikike,ADJ,ibo,train
rètàrà,VERB,ibo,train
ereta,VERB,ibo,train
mkpịsị,NOUN,ibo,train
odéè,NOUN,ibo,train
ụfọ,NOUN,ibo,train
ọghọm,ADJ,ibo,train
ize,VERB,ibo,train
ịdapụta,VERB,ibo,train
ịkụkpọsị,VERB,ibo,train
mètụtàrà,VERB,ibo,train
mmadụekwe,PROPN,ibo,train
ngwangwa,ADV,ibo,train
kụtùchàra,VERB,ibo,train
kpochasịa,VERB,ibo,train
amà,VERB,ibo,train
imeghepụkwà,VERB,ibo,train
nkịtị,ADJ,ibo,train
achụ,VERB,ibo,train
wunyesie,VERB,ibo,train
kpọkuzịkwara,VERB,ibo,train
erubère,VERB,ibo,train
gbochie,VERB,ibo,train
ikpofù,VERB,ibo,train
mbize,NOUN,ibo,train
ọgbụguba,NOUN,ibo,train
ịdapụtà,VERB,ibo,train
ọdịnihu,NOUN,ibo,train
gànịganị,PROPN,ibo,train
bànyere,ADV,ibo,train
ịkpọ,PROPN,ibo,train
ganịganị,PROPN,ibo,train
chigbo,PROPN,ibo,train
àtọ,VERB,ibo,train
adagharịala,VERB,ibo,train
nchịgbu,VERB,ibo,train
titus,PROPN,ibo,train
akpudo,PROPN,ibo,train
